NRPD,POIT,MTPD,DSMT,13MT,14MT,CPIT,UMIT,PNIT,PBIT,VOIT,VLIT,MOIT,PLIT,CEIT,FEIT,STIP,ENIT,POEN,FEEN,HREN,CPEN,CTEN,STIT,BQEN,DSBQ,BQFA,DSBF,MTEN,DSEN,13EN,14EN,CPCP,SHID,CCEN,FECE,HRCE,CPCE,PNCC,PBCC,VOCC,PLCC,ENPG,PGFE,PGHR,PGUS,CDEN,ENRE,REFE,REHR,REUS,ENFA,ENFE,FATY,FAFE,FAHR,FAUS,CTFA,PNFA,PBFA,VOFA,VLFA,PLFA
2382711,10,110A21991,GOLDEN LONGS 12X1KG,,,1,CS,12,12,76,,911,69,ARS,0,02,6207,02/04/2016,,83075565,10,02/03/2016,,,6207,C,,,,,110A21991,GOLDEN LONGS 12X1KG,,,1,2418652,1,,,,12,12,76,,0,02,4915177259,02/03/2016,,,1,8059R00159748,,,,907655293,4508A00083352,ZF2,02/03/2016,,,1,12,12,76,,,0,02
2382711,20,110A23121,HORNEABLES 12X720G,,,1,CS,8,64,9,27,,911,69,ARS,0,02,6207,02/04/2016,,83075565,20,02/03/2016,,,6207,C,,,,,110A23121,HORNEABLES 12X720G,,,1,2418652,1,,,,8,64,9,27,,0,02,4915177259,02/03/2016,,,1,8059R00159748,,,,907655293,4508A00083352,ZF2,02/03/2016,,,1,8,64,9,27,,,0,02
2382712,10,110A27631,NOISETTE 18X500G,,,1,CS,9,9,6,,986,78,ARS,0,01,6207,02/04/2016,,83075566,10,02/03/2016,,,6207,C,,,,,110A27631,NOISETTE 18X500G,,,1,2418652,1,,,,9,9,6,,0,01,4915177260,02/03/2016,,,1,8059R00159749,,,,907655283,4508A00083342,ZF2,02/03/2016,,,1,9,9,6,,,0,01
2382712,20,110A47331,SMILES 12X600G,,,1,CS,7,2,7,82,,986,78,ARS,0,01,6207,02/04/2016,,83075566,20,02/03/2016,,,6207,C,,,,,110A47331,SMILES 12X600G,,,1,2418652,1,,,,7,2,7,82,,0,01,4915177260,02/03/2016,,,1,8059R00159749,,,,907655283,4508A00083342,ZF2,02/03/2016,,,1,7,2,7,82,,,0,01
2382713,10,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,550,71,ARS,0,01,6211,02/04/2016,,83075567,10,02/03/2016,,,6211,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2419345,1,,,,4,7,5,6,,0,01,4915180120,02/03/2016,,,1,1156R00018493,,,,907655414,4511A00007109,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382714,10,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,CS,5,18,5,58,,1382,23,ARS,0,02,6207,02/04/2016,,83075568,10,02/03/2016,,,6207,C,,,,,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,2418652,1,,,,5,18,5,58,,0,02,4915177261,02/03/2016,,,1,8059R00159750,,,,907655268,4508A00083330,ZF2,02/03/2016,,,1,5,18,5,58,,,0,02
2382714,20,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,1382,23,ARS,0,01,6207,02/04/2016,,83075568,20,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177261,02/03/2016,,,1,8059R00159750,,,,907655268,4508A00083330,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382715,10,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4,44,5,34,,2433,54,ARS,0,02,6207,02/04/2016,,83075569,10,02/03/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,2418652,1,,,,4,44,5,34,,0,02,4915177263,02/03/2016,,,1,8059R00159751,,,,907655270,4508A00083332,ZF2,02/03/2016,,,1,4,44,5,34,,,0,02
2382715,20,121MZ1121,MOZZARELLA 10X470G,,,2,CS,9,4,11,69,,2433,54,ARS,0,03,6207,02/04/2016,,83075569,20,02/03/2016,,,6207,C,,,,,121MZ1121,MOZZARELLA 10X470G,,,2,2418652,2,,,,9,4,11,69,,0,03,4915177263,02/03/2016,,,2,8059R00159751,,,,907655270,4508A00083332,ZF2,02/03/2016,,,2,9,4,11,69,,,0,03
2382715,30,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,2433,54,ARS,0,01,6207,02/04/2016,,83075569,30,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177263,02/03/2016,,,1,8059R00159751,,,,907655270,4508A00083332,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382716,10,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4,44,5,34,,1592,99,ARS,0,02,6207,02/04/2016,,83075570,10,02/03/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,2418652,1,,,,4,44,5,34,,0,02,4915177264,02/03/2016,,,1,8059R00159752,,,,907655264,4508A00083326,ZF2,02/03/2016,,,1,4,44,5,34,,,0,02
2382716,20,121CQ1121,CUATRO QUESOS 10X520GR,,,1,CS,5,2,6,345,,1592,99,ARS,0,01,6207,02/04/2016,,83075570,20,02/03/2016,,,6207,C,,,,,121CQ1121,CUATRO QUESOS 10X520GR,,,1,2418652,1,,,,5,2,6,345,,0,01,4915177264,02/03/2016,,,1,8059R00159752,,,,907655264,4508A00083326,ZF2,02/03/2016,,,1,5,2,6,345,,,0,01
2382717,10,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,1,CS,6,8,7,48,,1681,86,ARS,0,02,6207,02/04/2016,,83075571,10,02/03/2016,,,6207,C,,,,,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,1,2418652,1,,,,6,8,7,48,,0,02,4915177265,02/03/2016,,,1,8059R00159753,,,,907655243,4508A00083305,ZF2,02/03/2016,,,1,6,8,7,48,,,0,02
2382717,20,121MZ2381,PIZZETA MICROONDAS MOZZARELLA 12X370G,,,1,CS,4,44,5,796,,1681,86,ARS,0,02,6207,02/04/2016,,83075571,20,02/03/2016,,,6207,C,,,,,121MZ2381,PIZZETA MICROONDAS MOZZARELLA 12X370G,,,1,2418652,1,,,,4,44,5,796,,0,02,4915177265,02/03/2016,,,1,8059R00159753,,,,907655243,4508A00083305,ZF2,02/03/2016,,,1,4,44,5,796,,,0,02
2382718,10,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,CS,5,18,5,58,,2105,68,ARS,0,02,6207,02/04/2016,,83075574,10,02/03/2016,,,6207,C,,,,,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,2418652,1,,,,5,18,5,58,,0,02,4915177266,02/03/2016,,,1,8059R00159754,,,,907655246,4508A00083308,ZF2,02/03/2016,,,1,5,18,5,58,,,0,02
2382718,20,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4,44,5,34,,2105,68,ARS,0,02,6207,02/04/2016,,83075574,20,02/03/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,2418652,1,,,,4,44,5,34,,0,02,4915177266,02/03/2016,,,1,8059R00159754,,,,907655246,4508A00083308,ZF2,02/03/2016,,,1,4,44,5,34,,,0,02
2382718,30,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,2105,68,ARS,0,01,6207,02/04/2016,,83075574,30,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177266,02/03/2016,,,1,8059R00159754,,,,907655246,4508A00083308,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382719,10,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,CS,5,18,5,58,,2251,77,ARS,0,02,6207,02/04/2016,,83075575,10,02/03/2016,,,6207,C,,,,,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,2418652,1,,,,5,18,5,58,,0,02,4915177437,02/03/2016,,,1,8059R00159819,,,,907655241,4508A00083303,ZF2,02/03/2016,,,1,5,18,5,58,,,0,02
2382719,20,121JM1111,JAMON Y MORRONES 10X570G,,,1,CS,5,7,6,93,,2251,77,ARS,0,02,6207,02/04/2016,,83075575,20,02/03/2016,,,6207,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,1,2418652,1,,,,5,7,6,93,,0,02,4915177437,02/03/2016,,,1,8059R00159819,,,,907655241,4508A00083303,ZF2,02/03/2016,,,1,5,7,6,93,,,0,02
2382719,30,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,2251,77,ARS,0,01,6207,02/04/2016,,83075575,30,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177437,02/03/2016,,,1,8059R00159819,,,,907655241,4508A00083303,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382720,10,121MZ2381,PIZZETA MICROONDAS MOZZARELLA 12X370G,,,1,CS,4,44,5,796,,976,66,ARS,0,02,6207,02/04/2016,,83075576,10,02/03/2016,,,6207,C,,,,,121MZ2381,PIZZETA MICROONDAS MOZZARELLA 12X370G,,,1,2418652,1,,,,4,44,5,796,,0,02,4915177268,02/03/2016,,,1,8059R00159755,,,,907655693,4508A00083653,ZF2,02/05/2016,,,1,4,44,5,796,,,0,02
2382721,10,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4,44,5,34,,723,45,ARS,0,02,6207,02/04/2016,,83075577,10,02/03/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,2418652,1,,,,4,44,5,34,,0,02,4915177269,02/03/2016,,,1,8059R00159756,,,,907655286,4508A00083345,ZF2,02/03/2016,,,1,4,44,5,34,,,0,02
2382722,10,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,CS,5,18,5,58,,2278,42,ARS,0,02,6207,02/04/2016,,83075578,10,02/03/2016,,,6207,C,,,,,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,2418652,1,,,,5,18,5,58,,0,02,4915177439,02/03/2016,,,1,8059R00159820,,,,907655252,4508A00083314,ZF2,02/03/2016,,,1,5,18,5,58,,,0,02
2382722,20,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,2,CS,8,88,10,68,,2278,42,ARS,0,04,6207,02/04/2016,,83075578,20,02/03/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,2,2418652,2,,,,8,88,10,68,,0,04,4915177439,02/03/2016,,,2,8059R00159820,,,,907655252,4508A00083314,ZF2,02/03/2016,,,2,8,88,10,68,,,0,04
2382723,10,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4,44,5,34,,723,45,ARS,0,02,6201,02/04/2016,,83076780,10,02/03/2016,,,6201,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,2422205,1,,,,4,44,5,34,,0,02,4915193573,02/04/2016,,,1,8163R00009823,,,,907655574,4502A00005043,ZF2,02/04/2016,,,1,4,44,5,34,,,0,02
2382724,10,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,CS,7,98,9,42,,1350,68,ARS,0,03,6207,02/04/2016,,83075579,10,02/03/2016,,,6207,C,,,,,121MZ14M1,MEDIA MASA MOZZARELLA 12X665G,,,1,2418652,1,,,,7,98,9,42,,0,03,4915177270,02/03/2016,,,1,8059R00159757,,,,907655261,4508A00083323,ZF2,02/03/2016,,,1,7,98,9,42,,,0,03
2382724,20,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,1350,68,ARS,0,01,6207,02/04/2016,,83075579,20,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177270,02/03/2016,,,1,8059R00159757,,,,907655261,4508A00083323,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382726,10,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,1,CS,6,8,7,48,,2298,19,ARS,0,02,6207,02/04/2016,,83075580,10,02/03/2016,,,6207,C,,,,,1000002504,MOZZARELLA 10X680G NUEVA SIBARITA,,,1,2418652,1,,,,6,8,7,48,,0,02,4915177272,02/03/2016,,,1,8059R00159758,,,,907655267,4508A00083329,ZF2,02/03/2016,,,1,6,8,7,48,,,0,02
2382726,20,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4,44,5,34,,2298,19,ARS,0,02,6207,02/04/2016,,83075580,20,02/03/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,2418652,1,,,,4,44,5,34,,0,02,4915177272,02/03/2016,,,1,8059R00159758,,,,907655267,4508A00083329,ZF2,02/03/2016,,,1,4,44,5,34,,,0,02
2382726,30,121CQ1121,CUATRO QUESOS 10X520GR,,,1,CS,5,2,6,345,,2298,19,ARS,0,01,6207,02/04/2016,,83075580,30,02/03/2016,,,6207,C,,,,,121CQ1121,CUATRO QUESOS 10X520GR,,,1,2418652,1,,,,5,2,6,345,,0,01,4915177272,02/03/2016,,,1,8059R00159758,,,,907655267,4508A00083329,ZF2,02/03/2016,,,1,5,2,6,345,,,0,01
2382727,10,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,550,71,ARS,0,01,6207,02/04/2016,,83075581,10,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177274,02/03/2016,,,1,8059R00159759,,,,907655278,4508A00083337,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382729,10,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,CS,5,18,5,58,,3556,07,ARS,0,02,6207,02/04/2016,,83075582,10,02/03/2016,,,6207,C,,,,,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,2418652,1,,,,5,18,5,58,,0,02,4915177440,02/03/2016,,,1,8059R00159821,,,,907655257,4508A00083319,ZF2,02/03/2016,,,1,5,18,5,58,,,0,02
2382729,20,121JM1111,JAMON Y MORRONES 10X570G,,,1,CS,5,7,6,93,,3556,07,ARS,0,02,6207,02/04/2016,,83075582,20,02/03/2016,,,6207,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,1,2418652,1,,,,5,7,6,93,,0,02,4915177440,02/03/2016,,,1,8059R00159821,,,,907655257,4508A00083319,ZF2,02/03/2016,,,1,5,7,6,93,,,0,02
2382729,30,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,CS,5,3,6,445,,3556,07,ARS,0,01,6207,02/04/2016,,83075582,30,02/03/2016,,,6207,C,,,,,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,2418652,1,,,,5,3,6,445,,0,01,4915177440,02/03/2016,,,1,8059R00159821,,,,907655257,4508A00083319,ZF2,02/03/2016,,,1,5,3,6,445,,,0,01
2382729,40,121MZ1121,MOZZARELLA 10X470G,,,1,CS,4,7,5,845,,3556,07,ARS,0,01,6207,02/04/2016,,83075582,40,02/03/2016,,,6207,C,,,,,121MZ1121,MOZZARELLA 10X470G,,,1,2418652,1,,,,4,7,5,845,,0,01,4915177440,02/03/2016,,,1,8059R00159821,,,,907655257,4508A00083319,ZF2,02/03/2016,,,1,4,7,5,845,,,0,01
2382729,50,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,3556,07,ARS,0,01,6207,02/04/2016,,83075582,50,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177440,02/03/2016,,,1,8059R00159821,,,,907655257,4508A00083319,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382730,10,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,CS,5,18,5,58,,1932,94,ARS,0,02,6245,02/04/2016,,83075583,10,02/03/2016,,,6245,C,,,,,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,2418954,1,,,,5,18,5,58,,0,02,4915178149,02/03/2016,,,1,8094R00005772,,,,907655305,4514A00005335,ZF2,02/03/2016,,,1,5,18,5,58,,,0,02
2382730,20,121MZ2121,MOZZARELLA 5X940G,,,2,CS,9,4,11,2,,1932,94,ARS,0,03,6245,02/04/2016,,83075583,20,02/03/2016,,,6245,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,2,2418954,2,,,,9,4,11,2,,0,03,4915178149,02/03/2016,,,2,8094R00005772,,,,907655305,4514A00005335,ZF2,02/03/2016,,,2,9,4,11,2,,,0,03
2382731,10,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,CS,5,18,5,58,,2570,6,ARS,0,02,6201,02/04/2016,,83075584,10,02/03/2016,,,6201,C,,,,,121MZ1371,PIZZETA MOZZARELLA GRANEL COLOR 28X185G,,,1,2418820,1,,,,5,18,5,58,,0,02,4915177623,02/03/2016,,,1,8163R00009820,,,,907655275,4502A00005037,ZF2,02/03/2016,,,1,5,18,5,58,,,0,02
2382731,20,121JM1111,JAMON Y MORRONES 10X570G,,,1,CS,5,7,6,93,,2570,6,ARS,0,02,6201,02/04/2016,,83075584,20,02/03/2016,,,6201,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,1,2418820,1,,,,5,7,6,93,,0,02,4915177623,02/03/2016,,,1,8163R00009820,,,,907655275,4502A00005037,ZF2,02/03/2016,,,1,5,7,6,93,,,0,02
2382731,30,121CQ1121,CUATRO QUESOS 10X520GR,,,1,CS,5,2,6,345,,2570,6,ARS,0,01,6201,02/04/2016,,83075584,30,02/03/2016,,,6201,C,,,,,121CQ1121,CUATRO QUESOS 10X520GR,,,1,2418820,1,,,,5,2,6,345,,0,01,4915177623,02/03/2016,,,1,8163R00009820,,,,907655275,4502A00005037,ZF2,02/03/2016,,,1,5,2,6,345,,,0,01
2382732,10,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,550,71,ARS,0,01,6207,02/04/2016,,83075585,10,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177276,02/03/2016,,,1,8059R00159760,,,,907655248,4508A00083310,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382733,10,121JM1111,JAMON Y MORRONES 10X570G,,,1,CS,5,7,6,93,,3295,43,ARS,0,02,6207,02/04/2016,,83075586,10,02/03/2016,,,6207,C,,,,,121JM1111,JAMON Y MORRONES 10X570G,,,1,2418652,1,,,,5,7,6,93,,0,02,4915177277,02/03/2016,,,1,8059R00159761,,,,907655250,4508A00083312,ZF2,02/03/2016,,,1,5,7,6,93,,,0,02
2382733,20,121MZ1121,MOZZARELLA 10X470G,,,1,CS,4,7,5,845,,3295,43,ARS,0,01,6207,02/04/2016,,83075586,20,02/03/2016,,,6207,C,,,,,121MZ1121,MOZZARELLA 10X470G,,,1,2418652,1,,,,4,7,5,845,,0,01,4915177277,02/03/2016,,,1,8059R00159761,,,,907655250,4508A00083312,ZF2,02/03/2016,,,1,4,7,5,845,,,0,01
2382733,30,121CQ1121,CUATRO QUESOS 10X520GR,,,1,CS,5,2,6,345,,3295,43,ARS,0,01,6207,02/04/2016,,83075586,30,02/03/2016,,,6207,C,,,,,121CQ1121,CUATRO QUESOS 10X520GR,,,1,2418652,1,,,,5,2,6,345,,0,01,4915177277,02/03/2016,,,1,8059R00159761,,,,907655250,4508A00083312,ZF2,02/03/2016,,,1,5,2,6,345,,,0,01
2382733,40,121MZ2381,PIZZETA MICROONDAS MOZZARELLA 12X370G,,,1,CS,4,44,5,796,,3295,43,ARS,0,02,6207,02/04/2016,,83075586,40,02/03/2016,,,6207,C,,,,,121MZ2381,PIZZETA MICROONDAS MOZZARELLA 12X370G,,,1,2418652,1,,,,4,44,5,796,,0,02,4915177277,02/03/2016,,,1,8059R00159761,,,,907655250,4508A00083312,ZF2,02/03/2016,,,1,4,44,5,796,,,0,02
2382734,10,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,550,71,ARS,0,01,6245,02/04/2016,,83075587,10,02/03/2016,,,6245,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418954,1,,,,4,7,5,6,,0,01,4915178150,02/03/2016,,,1,8094R00005773,,,,907655301,4514A00005331,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382735,10,121MZ2121,MOZZARELLA 5X940G,,,1,CS,4,7,5,6,,550,71,ARS,0,01,6207,02/04/2016,,83075588,10,02/03/2016,,,6207,C,,,,,121MZ2121,MOZZARELLA 5X940G,,,1,2418652,1,,,,4,7,5,6,,0,01,4915177278,02/03/2016,,,1,8059R00159762,,,,907655273,4508A00083334,ZF2,02/03/2016,,,1,4,7,5,6,,,0,01
2382736,10,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,CS,5,3,6,445,,1448,06,ARS,0,01,6207,02/04/2016,,83075589,10,02/03/2016,,,6207,C,,,,,121JA1111,MOZZARELLA Y JAMON 10X530G,,,1,2418652,1,,,,5,3,6,445,,0,01,4915177279,02/03/2016,,,1,8059R00159763,,,,907655255,4508A00083317,ZF2,02/03/2016,,,1,5,3,6,445,,,0,01
2382736,20,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4,44,5,34,,1448,06,ARS,0,02,6207,02/04/2016,,83075589,20,02/03/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,2418652,1,,,,4,44,5,34,,0,02,4915177279,02/03/2016,,,1,8059R00159763,,,,907655255,4508A00083317,ZF2,02/03/2016,,,1,4,44,5,34,,,0,02
2382737,10,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,CS,4,44,5,34,,723,45,ARS,0,02,6207,02/04/2016,,83075591,10,02/03/2016,,,6207,C,,,,,121MZ3311,PIZZETA MOZZARELLA 8X555G,,,1,2418652,1,,,,4,44,5,34,,0,02,4915177280,02/03/2016,,,1,8059R00159764,,,,907655259,4508A00083321,ZF2,02/03/2016,,,1,4,44,5,34,,,0,02
